id,filename,split,source_found,source_path
32OlkYXYbqLV4vrYTVsC,belen_titan_05_2026-03-20_093807.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_05_2026-03-20_093807.jpg
9IjxrFxwokVG3SbSaHNL,belen_titan_05_2026-03-20_091908.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_05_2026-03-20_091908.jpg
BMZhQbftVvfqoAubXNXV,belen_titan_05_2026-03-20_155717.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_05_2026-03-20_155717.jpg
FUdescJgJf9qgLFbVabw,belen_titan_05_2026-03-20_175717.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_05_2026-03-20_175717.jpg
Jzp3vvUB792TRndMKZus,belen_titan_05_2026-03-20_165716.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_05_2026-03-20_165716.jpg
WfonKLjgxCxSVl04LuXb,belen_titan_04_2026-03-20_165711.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_04_2026-03-20_165711.jpg
b4rM4xN3IZHanDx14AlG,belen_titan_05_2026-03-20_163717.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_05_2026-03-20_163717.jpg
bJ5A0iDPzD4ebtp1srUg,belen_titan_05_2026-03-20_123715.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_05_2026-03-20_123715.jpg
og2I5IwdfAiDFOGFrJCp,belen_titan_05_2026-03-20_171716.jpg,valid,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_05_2026-03-20_171716.jpg
tthFnGPLlPxvQdAte9ai,belen_titan_05_2026-03-20_095808.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_05_2026-03-20_095808.jpg
zwvjtTDC0Fsm7N2x2cb2,belen_titan_04_2026-03-20_153713.jpg,train,yes,D:\SUBASTA\minera-belen\iakol_minera_belen_titan_alma_peru\capture_rumas\2026-03-20\belen_titan_04_2026-03-20_153713.jpg
